name,Gun,Knife,Wrench,Pliers,Scissors
P04763,1,1,-1,-1,-1
P04764,1,1,-1,-1,-1
P04766,1,-1,-1,-1,-1
P04769,1,1,-1,-1,-1
P04770,1,1,-1,-1,-1
P04771,1,1,-1,-1,-1
P04772,1,1,-1,-1,-1
P04773,1,1,-1,-1,-1
P04774,1,-1,-1,-1,-1
P04776,1,1,-1,-1,-1
P04777,1,1,-1,-1,-1
P04779,1,1,-1,-1,-1
P04781,1,-1,-1,-1,-1
P04783,1,-1,-1,-1,-1
P04784,1,-1,-1,-1,-1
P04785,1,1,-1,-1,-1
P04786,1,1,-1,-1,-1
P04787,1,1,-1,-1,-1
P04788,1,-1,-1,-1,-1
P04789,1,1,-1,-1,-1
P04791,1,1,-1,-1,-1
P04792,1,-1,-1,-1,-1
P04793,1,1,-1,-1,-1
P04794,1,1,-1,-1,-1
P04795,1,1,-1,-1,-1
P04796,1,1,-1,-1,-1
P04797,1,1,-1,-1,-1
P04799,1,1,-1,-1,-1
P04800,1,1,-1,-1,-1
P04801,1,-1,-1,-1,-1
P04802,1,1,-1,-1,-1
P04803,1,-1,-1,-1,-1
P04804,1,1,-1,-1,-1
P04806,1,1,-1,-1,-1
P04807,1,-1,-1,-1,-1
P04808,1,-1,-1,-1,-1
P04809,1,1,-1,-1,-1
P04810,1,-1,-1,-1,-1
P04813,1,1,-1,-1,-1
P04814,1,1,-1,-1,-1
P04815,1,1,-1,-1,-1
P04816,1,1,-1,-1,-1
P04817,1,-1,-1,-1,-1
P04818,1,1,-1,-1,-1
P04819,1,1,-1,-1,-1
P04821,1,1,-1,-1,-1
P04823,1,1,-1,-1,-1
P04824,1,1,-1,-1,-1
P04825,1,1,-1,-1,-1
P04826,1,1,-1,-1,-1
P04827,1,-1,-1,-1,-1
P04828,1,1,-1,-1,-1
P04830,1,-1,-1,-1,-1
P04833,1,1,-1,-1,-1
P04834,1,1,-1,-1,-1
P04835,1,1,-1,-1,-1
P04837,1,1,-1,-1,-1
P04839,1,1,-1,-1,-1
P04843,1,1,-1,-1,-1
P04844,1,1,-1,-1,-1
P04845,1,1,-1,-1,-1
P04846,1,1,-1,-1,-1
P04848,1,1,-1,-1,-1
P04849,1,-1,-1,-1,-1
P04850,1,1,-1,-1,-1
P04852,1,1,-1,-1,-1
P04853,1,1,-1,-1,-1
P04854,1,-1,-1,-1,-1
P04857,1,-1,-1,-1,-1
P04858,1,1,-1,-1,-1
P04861,1,1,-1,-1,-1
P04862,1,-1,-1,-1,-1
P04864,1,1,-1,-1,-1
P04867,1,1,-1,-1,-1
P04869,1,1,-1,-1,-1
P04870,1,1,-1,-1,-1
P04871,1,1,-1,-1,-1
P04872,1,1,-1,-1,-1
P04875,1,1,-1,-1,-1
P04876,1,-1,-1,-1,-1
P04877,1,1,-1,-1,-1
P04878,1,1,-1,-1,-1
P04879,1,-1,-1,-1,-1
P04880,1,1,-1,-1,-1
P04881,1,1,-1,-1,-1
P04882,1,1,-1,-1,-1
P04883,1,1,-1,-1,-1
P04884,1,-1,-1,-1,-1
P04885,1,1,-1,-1,-1
P04886,1,-1,-1,-1,-1
P04887,1,-1,-1,-1,-1
P04888,1,-1,-1,-1,-1
P04890,1,1,-1,-1,-1
P04891,1,-1,-1,-1,-1
P04892,1,1,-1,-1,-1
P04893,1,1,-1,-1,-1
P04894,1,1,-1,-1,-1
P04895,1,1,-1,-1,-1
P04896,1,1,-1,-1,-1
P04897,1,1,-1,-1,-1
P04900,1,1,-1,-1,-1
P04901,1,1,-1,-1,-1
P04902,1,1,-1,-1,-1
P04903,1,1,-1,-1,-1
P04904,1,-1,-1,-1,-1
P04905,1,1,-1,-1,-1
P04906,1,1,-1,-1,-1
P04907,1,1,-1,-1,-1
P04908,1,-1,-1,-1,-1
P04909,1,1,-1,-1,-1
P04910,1,-1,-1,-1,-1
P04911,1,1,-1,-1,-1
P04912,1,-1,-1,-1,-1
P04913,1,1,-1,-1,-1
P04914,1,-1,-1,-1,-1
P04915,1,1,-1,-1,-1
P04916,1,1,-1,-1,-1
P04918,1,-1,-1,-1,-1
P04919,1,-1,-1,-1,-1
P04920,-1,-1,-1,-1,1
P04924,1,-1,-1,-1,-1
P04925,1,1,-1,-1,-1
P04926,1,1,-1,-1,-1
P04927,1,-1,-1,-1,-1
P04929,1,1,-1,-1,-1
P04930,1,-1,-1,-1,-1
P04932,1,-1,-1,-1,-1
P04933,1,-1,-1,-1,-1
P04934,1,1,-1,-1,-1
P04935,1,1,-1,-1,-1
P04936,1,-1,-1,-1,-1
P04937,1,-1,-1,-1,-1
P04938,1,1,-1,-1,-1
P04940,1,1,-1,-1,-1
P04941,1,-1,-1,-1,-1
P04942,1,-1,-1,-1,-1
P04943,1,1,-1,-1,-1
P04945,1,-1,-1,-1,-1
P04947,1,1,-1,-1,-1
P04948,1,1,-1,-1,-1
P04949,1,1,-1,-1,-1
P04950,1,-1,-1,-1,-1
P04951,1,1,-1,-1,-1
P04952,1,-1,-1,-1,-1
P04953,1,1,-1,-1,-1
P04954,1,-1,-1,-1,-1
P04955,1,-1,-1,-1,-1
P04956,1,-1,-1,-1,-1
P04957,1,1,-1,-1,-1
P04958,1,1,-1,-1,-1
P04960,1,-1,-1,-1,-1
P04961,1,1,-1,-1,-1
P04962,1,-1,-1,-1,-1
P04963,1,1,-1,-1,-1
P04964,1,1,-1,-1,-1
P04965,1,-1,-1,-1,-1
P04966,1,1,-1,-1,-1
P04967,1,1,-1,-1,-1
P04968,1,-1,-1,-1,-1
P04969,1,1,-1,-1,-1
P04970,1,-1,-1,-1,-1
P04971,1,1,-1,-1,-1
P04972,1,1,-1,-1,-1
P04973,1,1,-1,-1,-1
P04974,1,1,-1,-1,-1
P04975,1,1,-1,-1,-1
P04976,1,1,-1,-1,-1
P04978,1,1,-1,-1,-1
P04980,1,-1,-1,-1,-1
P04981,1,1,-1,-1,-1
P04982,1,-1,-1,-1,-1
P04983,1,1,-1,-1,-1
P04984,1,-1,-1,-1,-1
P04985,1,1,-1,-1,-1
P04986,1,1,-1,-1,-1
P04987,1,1,-1,-1,-1
P04988,1,1,-1,-1,-1
P04989,1,-1,-1,-1,-1
P04992,1,1,-1,-1,-1
P04995,1,1,-1,-1,-1
P04996,1,1,-1,-1,-1
P04997,1,1,-1,-1,-1
P04998,-1,1,-1,-1,-1
P05000,1,1,-1,-1,-1
P05001,1,1,-1,-1,-1
P05002,-1,1,-1,-1,-1
P05004,1,1,-1,-1,-1
P05005,-1,1,-1,-1,-1
P05006,1,1,-1,-1,-1
P05007,1,1,-1,-1,-1
P05008,1,1,-1,-1,-1
P05009,1,1,-1,-1,-1
P05010,1,1,-1,-1,-1
P05011,-1,1,-1,-1,-1
P05012,-1,1,-1,-1,-1
P05014,1,1,-1,-1,-1
P05015,1,1,-1,-1,-1
P05016,-1,1,-1,-1,-1
P05017,1,1,-1,-1,-1
P05018,1,1,-1,-1,-1
P05019,1,1,-1,-1,-1
P05020,-1,1,-1,-1,-1
P05021,1,1,-1,-1,-1
P05022,1,1,-1,-1,-1
P05023,-1,1,-1,-1,-1
P05025,1,1,-1,-1,-1
P05026,1,1,-1,-1,-1
P05027,-1,1,-1,-1,-1
P05028,-1,1,-1,-1,-1
P05029,-1,1,-1,-1,-1
P05030,-1,1,-1,-1,-1
P05032,-1,1,-1,-1,-1
P05033,1,1,-1,-1,-1
P05034,1,1,-1,-1,-1
P05035,-1,1,-1,-1,-1
P05036,-1,1,-1,-1,-1
P05037,-1,1,-1,-1,-1
P05038,1,1,-1,-1,-1
P05039,-1,1,-1,-1,-1
P05040,1,1,-1,-1,-1
P05041,-1,1,-1,-1,-1
P05042,1,1,-1,-1,-1
P05043,-1,1,-1,-1,-1
P05044,1,1,-1,-1,-1
P05045,1,1,-1,-1,-1
P05046,-1,1,-1,-1,-1
P05047,1,1,-1,-1,-1
P05048,1,1,-1,-1,-1
P05049,-1,1,-1,-1,-1
P05050,-1,1,-1,-1,-1
P05051,1,1,-1,-1,-1
P05052,1,1,-1,-1,-1
P05053,-1,1,-1,-1,-1
P05054,1,1,-1,-1,-1
P05055,-1,1,-1,-1,-1
P05056,1,1,-1,-1,-1
P05057,1,1,-1,-1,-1
P05058,-1,1,-1,-1,-1
P05059,1,1,-1,-1,-1
P05060,-1,1,-1,-1,-1
P05062,-1,1,-1,-1,-1
P05063,-1,1,-1,-1,-1
P05064,-1,1,-1,-1,-1
P05065,-1,1,1,-1,-1
P05066,-1,1,1,-1,-1
P05067,1,1,-1,-1,-1
P05068,-1,1,-1,-1,-1
P05069,-1,1,-1,-1,-1
P05072,1,1,-1,-1,-1
P05073,1,1,-1,-1,-1
P05075,-1,1,-1,-1,-1
P05077,1,1,-1,-1,-1
P05078,-1,1,-1,-1,-1
P05079,-1,1,-1,-1,-1
P05080,1,1,-1,-1,-1
P05082,-1,1,-1,-1,-1
P05083,-1,1,-1,-1,-1
P05085,-1,1,-1,-1,-1
P05087,1,1,-1,-1,-1
P05088,-1,1,-1,-1,-1
P05089,1,1,-1,-1,-1
P05090,1,1,-1,-1,-1
P05091,-1,1,-1,-1,-1
P05092,1,1,-1,-1,-1
P05093,-1,1,-1,-1,-1
P05094,1,1,-1,-1,-1
P05095,1,1,-1,-1,-1
P05096,-1,1,-1,-1,-1
P05098,1,1,-1,-1,-1
P05099,1,1,-1,-1,-1
P05100,-1,1,-1,-1,-1
P05101,1,1,-1,-1,-1
P05102,1,1,-1,-1,-1
P05103,-1,1,-1,-1,-1
P05104,1,1,-1,-1,-1
P05105,1,1,-1,-1,-1
P05107,-1,1,-1,-1,-1
P05108,-1,1,-1,-1,-1
P05109,1,1,-1,-1,-1
P05110,-1,1,-1,-1,-1
P05112,1,1,-1,-1,-1
P05113,-1,1,-1,-1,-1
P05115,1,1,-1,-1,-1
P05116,-1,1,-1,-1,-1
P05117,-1,1,-1,-1,-1
P05120,-1,1,-1,-1,-1
P05121,1,1,-1,-1,-1
P05125,1,1,-1,-1,-1
P05126,1,1,-1,-1,-1
P05128,1,1,-1,-1,-1
P05130,1,1,-1,-1,-1
P05131,-1,1,-1,-1,-1
P05132,1,1,-1,-1,-1
P05133,1,1,-1,-1,-1
P05134,1,1,-1,-1,-1
P05136,1,1,-1,-1,-1
P05138,1,1,-1,-1,-1
P05140,1,1,-1,-1,-1
P05141,1,1,-1,-1,-1
P05142,1,1,-1,-1,-1
P05143,1,1,-1,-1,-1
P05145,1,1,-1,-1,-1
P05146,1,1,-1,-1,-1
P05147,1,1,-1,-1,-1
P05148,1,1,-1,-1,-1
P05149,1,1,-1,-1,-1
P05150,1,1,-1,-1,-1
P05151,1,1,-1,-1,-1
P05152,1,1,-1,-1,-1
P05154,1,1,-1,-1,-1
P05155,1,1,-1,-1,-1
P05157,1,1,-1,-1,-1
P05159,1,1,-1,-1,-1
P05160,1,1,-1,-1,-1
P05161,1,1,-1,-1,-1
P05163,1,1,-1,-1,-1
P05164,1,1,-1,-1,-1
P05165,1,1,-1,-1,-1
P05166,1,1,-1,-1,-1
P05167,1,1,-1,-1,-1
P05168,1,1,-1,-1,-1
P05169,1,1,-1,-1,-1
P05170,1,1,-1,-1,-1
P05171,1,1,-1,-1,-1
P05172,1,1,-1,-1,-1
P05174,1,1,-1,-1,-1
P05175,1,1,-1,-1,-1
P05177,1,1,-1,-1,-1
P05178,1,1,-1,-1,-1
P05179,-1,1,-1,-1,-1
P05180,1,1,-1,-1,-1
P05181,1,1,-1,-1,-1
P05182,-1,1,-1,-1,-1
P05183,1,1,-1,-1,-1
P05184,1,1,-1,-1,-1
P05185,-1,1,-1,-1,-1
P05186,1,1,-1,-1,-1
P05187,1,1,-1,-1,-1
P05188,1,1,-1,-1,-1
P05189,-1,1,-1,-1,-1
P05191,1,1,-1,-1,-1
P05192,1,1,-1,-1,-1
P05193,1,1,-1,-1,-1
P05195,1,1,-1,-1,-1
P05196,-1,1,-1,-1,-1
P05197,1,1,-1,-1,-1
P05198,-1,1,-1,-1,-1
P05199,1,1,-1,-1,-1
P05200,1,1,-1,-1,-1
P05201,-1,1,-1,-1,-1
P05203,-1,1,-1,-1,-1
P05204,-1,1,-1,-1,-1
P05205,1,1,-1,-1,-1
P05206,-1,1,-1,-1,-1
P05207,1,1,-1,-1,-1
P05208,-1,1,-1,-1,-1
P05209,1,1,-1,-1,-1
P05210,1,1,-1,-1,-1
P05212,1,1,-1,-1,-1
P05213,-1,1,-1,-1,-1
P05214,1,1,-1,-1,-1
P05215,-1,1,-1,-1,-1
P05216,-1,1,-1,-1,-1
P05217,1,1,-1,-1,-1
P05218,1,1,-1,-1,-1
P05220,-1,1,-1,-1,-1
P05221,-1,1,-1,-1,-1
P05223,1,1,-1,-1,-1
P05224,1,1,-1,-1,-1
P05225,1,1,-1,-1,-1
P05227,1,1,-1,-1,-1
P05228,1,1,-1,-1,-1
P05229,1,1,-1,-1,-1
P05230,1,1,-1,-1,-1
P05231,-1,1,-1,-1,-1
P05232,-1,1,-1,-1,-1
P05233,-1,1,-1,-1,-1
P05236,-1,1,-1,-1,-1
P05237,1,1,-1,-1,-1
P05238,1,1,-1,-1,-1
P05239,-1,1,-1,-1,-1
P05240,1,1,-1,-1,-1
P05243,1,1,-1,-1,-1
P05244,1,1,-1,-1,-1
P05245,-1,1,-1,-1,-1
P05246,1,1,-1,-1,-1
P05247,1,1,-1,-1,-1
P05248,1,1,-1,-1,-1
P05250,1,1,-1,-1,-1
P05251,1,1,-1,-1,-1
P05252,1,1,-1,-1,-1
P05253,1,1,-1,-1,-1
P05254,1,1,-1,-1,-1
P05256,1,1,-1,-1,-1
P05257,1,1,-1,-1,-1
P05258,1,1,-1,-1,-1
P05259,1,1,-1,-1,-1
P05260,1,1,-1,-1,-1
P05261,1,1,-1,-1,-1
P05262,1,1,-1,-1,-1
P05263,1,1,-1,-1,-1
P05264,1,1,-1,-1,-1
P05265,1,1,-1,-1,-1
P05266,1,1,-1,-1,-1
P05267,-1,1,-1,-1,-1
P05268,1,1,-1,-1,-1
P05269,1,1,-1,-1,-1
P05270,-1,1,-1,-1,-1
P05271,1,1,-1,-1,-1
P05273,1,1,-1,-1,-1
P05274,1,1,-1,-1,-1
P05275,1,1,-1,-1,-1
P05276,-1,1,-1,-1,-1
P05277,1,1,-1,-1,-1
P05278,1,1,-1,-1,-1
P05279,1,1,-1,-1,-1
P05280,1,1,-1,-1,-1
P05281,1,1,-1,-1,-1
P05282,1,1,-1,-1,-1
P05283,1,1,-1,-1,-1
P05285,1,1,-1,-1,-1
P05287,1,1,-1,-1,-1
P05288,1,1,-1,-1,-1
P05289,1,-1,1,-1,-1
P05290,1,-1,1,-1,-1
P05291,1,-1,1,-1,-1
P05292,1,-1,1,-1,-1
P05293,1,-1,1,-1,-1
P05294,1,-1,1,-1,-1
P05295,1,-1,1,-1,-1
P05296,1,-1,-1,-1,-1
P05297,1,-1,1,-1,-1
P05298,1,-1,1,-1,-1
P05299,1,-1,1,-1,-1
P05300,1,1,-1,-1,-1
P05301,1,1,-1,-1,-1
P05302,1,1,-1,-1,-1
P05303,1,1,-1,-1,-1
P05304,1,1,-1,-1,-1
P05305,1,1,-1,-1,-1
P05307,1,1,-1,-1,-1
P05308,1,1,-1,-1,-1
P05309,1,-1,-1,-1,-1
P05311,1,-1,-1,-1,-1
P05312,1,-1,-1,-1,-1
P05313,1,-1,-1,-1,-1
P05314,1,-1,-1,-1,-1
P05315,1,-1,-1,-1,-1
P05316,1,-1,-1,-1,-1
P05317,1,-1,-1,-1,-1
P05318,1,-1,-1,-1,-1
P05319,1,-1,-1,-1,-1
P05320,1,-1,-1,-1,-1
P05321,1,-1,-1,-1,-1
P05322,1,-1,-1,-1,-1
P05323,1,-1,-1,-1,-1
P05324,1,-1,-1,-1,-1
P05325,1,-1,-1,-1,-1
P05326,1,-1,-1,-1,-1
P05329,1,-1,1,-1,-1
P05330,1,-1,-1,-1,-1
P05331,1,-1,-1,-1,-1
P05333,1,-1,-1,-1,-1
P05334,1,-1,-1,-1,-1
P05335,1,-1,-1,-1,-1
P05336,1,-1,-1,-1,-1
P05338,1,1,1,-1,-1
P05339,1,1,1,-1,-1
P05340,1,1,1,-1,-1
P05341,1,1,1,-1,-1
P05342,1,1,1,-1,-1
P05343,1,1,1,-1,-1
P05344,1,1,1,-1,-1
P05347,1,1,1,-1,-1
P05348,-1,1,-1,-1,-1
P05349,-1,1,-1,-1,-1
P05350,1,1,1,-1,-1
P05351,-1,1,-1,-1,-1
P05352,-1,1,-1,-1,-1
P05353,-1,1,-1,-1,-1
P05355,-1,1,-1,-1,-1
P05359,-1,1,-1,-1,-1
P05360,-1,1,-1,-1,-1
P05361,-1,1,-1,-1,-1
P05362,-1,1,-1,-1,-1
P05363,-1,1,-1,-1,-1
P05364,-1,1,-1,-1,-1
P05365,-1,1,-1,-1,-1
P05366,-1,1,-1,-1,-1
P05368,-1,1,-1,-1,-1
P05369,-1,1,-1,-1,-1
P05370,-1,1,-1,-1,-1
P05371,-1,1,-1,-1,-1
P05372,-1,1,1,-1,-1
P05373,-1,1,1,-1,-1
P05375,1,1,1,-1,-1
P05376,-1,1,1,-1,-1
P05377,-1,1,1,-1,-1
P05378,-1,1,1,-1,-1
P05380,1,1,1,-1,-1
P05381,-1,1,1,-1,-1
P05382,-1,1,1,-1,-1
P05384,-1,1,1,-1,-1
P05386,-1,1,1,-1,-1
P05387,-1,1,1,-1,-1
P05388,-1,1,1,-1,-1
P05389,-1,1,1,-1,-1
P05390,-1,1,1,-1,-1
P05391,-1,1,1,-1,-1
P05393,-1,1,1,-1,-1
P05394,-1,1,1,-1,-1
P05395,-1,1,1,-1,-1
P05397,-1,1,1,-1,-1
P05398,-1,1,1,-1,-1
P05399,-1,1,-1,-1,-1
P05400,-1,1,1,-1,-1
P05401,-1,1,1,-1,-1
P05402,-1,1,1,-1,-1
P05403,-1,1,1,-1,-1
P05404,-1,1,1,-1,-1
P05405,-1,1,1,-1,-1
P05406,-1,1,1,-1,-1
P05407,1,1,1,-1,-1
P05408,-1,1,1,-1,-1
P05409,1,-1,1,-1,-1
P05410,-1,1,1,-1,-1
P05411,-1,1,1,-1,-1
P05412,1,-1,1,-1,-1
P05413,-1,1,1,-1,-1
P05414,1,-1,1,-1,-1
P05415,-1,1,1,-1,-1
P05417,-1,1,1,-1,-1
P05418,1,-1,1,-1,-1
P05421,1,-1,1,-1,-1
P05422,-1,1,-1,-1,-1
P05423,1,1,1,-1,-1
P05424,1,1,-1,-1,-1
P05425,1,-1,1,-1,-1
P05427,-1,1,-1,-1,-1
P05428,-1,1,-1,-1,-1
P05429,-1,1,1,-1,-1
P05430,-1,1,-1,-1,-1
P05431,-1,1,1,-1,-1
P05434,-1,1,-1,-1,-1
P05435,-1,1,1,-1,-1
P05436,-1,1,-1,-1,-1
P05437,1,1,1,-1,-1
P05438,-1,1,-1,-1,-1
P05439,-1,1,-1,-1,-1
P05441,-1,1,-1,-1,-1
P05442,1,1,1,-1,-1
P05443,-1,1,-1,-1,-1
P05444,1,1,1,-1,-1
P05445,-1,1,-1,-1,-1
P05446,1,1,1,-1,-1
P05447,-1,1,-1,-1,-1
P05448,-1,1,-1,-1,-1
P05450,-1,1,-1,-1,-1
P05452,-1,1,-1,-1,-1
P05453,1,1,1,-1,-1
P05455,1,-1,-1,-1,-1
P05458,-1,1,-1,-1,-1
P05459,-1,1,1,-1,-1
P05460,-1,1,-1,-1,-1
P05461,-1,1,1,-1,-1
P05462,-1,1,-1,-1,-1
P05463,1,1,1,-1,-1
P05464,-1,1,-1,-1,-1
P05466,-1,1,-1,-1,-1
P05469,1,-1,1,-1,-1
P05471,1,1,1,-1,-1
P05472,-1,1,-1,-1,-1
P05473,-1,1,1,-1,-1
P05474,1,1,1,-1,-1
P05475,-1,1,-1,-1,-1
P05476,1,1,1,-1,-1
P05478,-1,1,-1,-1,-1
P05479,1,1,1,-1,-1
P05480,-1,1,-1,-1,-1
P05481,1,1,1,-1,-1
P05482,-1,1,-1,-1,-1
P05483,-1,1,-1,-1,-1
P05484,-1,1,-1,-1,-1
P05485,-1,1,1,-1,-1
P05486,-1,1,-1,-1,-1
P05487,-1,1,-1,-1,-1
P05488,-1,1,-1,-1,-1
P05489,-1,1,1,-1,-1
P05490,-1,1,-1,-1,-1
P05491,-1,1,1,-1,-1
P05492,-1,1,-1,-1,-1
P05493,-1,1,1,-1,-1
P05494,-1,1,-1,-1,-1
P05497,1,1,1,-1,-1
P05499,1,1,1,-1,-1
P05503,1,1,1,-1,-1
P05504,-1,1,-1,-1,-1
P05505,1,1,1,-1,-1
P05506,-1,1,-1,-1,-1
P05507,1,1,1,-1,-1
P05508,-1,1,-1,-1,-1
P05509,1,1,1,-1,-1
P05510,-1,1,-1,-1,-1
P05511,1,1,1,-1,-1
P05512,-1,1,-1,-1,-1
P05513,1,1,1,-1,-1
P05514,-1,1,-1,-1,-1
P05516,-1,1,-1,-1,-1
P05517,1,1,1,-1,-1
P05519,1,1,1,-1,-1
P05520,-1,1,-1,-1,-1
P05521,1,1,1,-1,-1
P05522,-1,1,-1,-1,-1
P05523,1,1,1,-1,-1
P05524,-1,1,-1,-1,-1
P05525,-1,1,1,-1,-1
P05526,1,1,1,-1,-1
P05527,-1,1,-1,-1,-1
P05528,1,1,1,-1,-1
P05530,1,1,1,-1,-1
P05531,-1,1,-1,-1,-1
P05532,1,1,1,-1,-1
P05533,-1,1,-1,-1,-1
P05534,-1,1,1,-1,-1
P05535,-1,1,-1,-1,-1
P05536,-1,1,1,-1,-1
P05537,-1,1,-1,-1,-1
P05538,-1,1,1,-1,-1
P05539,-1,1,-1,-1,-1
P05540,1,1,1,-1,-1
P05542,1,1,1,-1,-1
P05543,-1,1,-1,-1,-1
P05544,1,1,1,-1,1
P05545,-1,1,-1,-1,-1
P05546,1,1,1,-1,1
P05547,-1,1,-1,-1,-1
P05548,-1,1,1,-1,1
P05550,-1,1,1,-1,1
P05552,-1,1,1,-1,1
P05553,-1,1,-1,-1,-1
P05554,1,1,1,-1,1
P05556,1,1,1,-1,1
P05557,-1,1,-1,-1,-1
P05558,1,1,1,-1,1
P05559,-1,1,-1,-1,-1
P05560,-1,1,1,-1,1
P05561,-1,1,-1,-1,-1
P05562,1,1,1,-1,1
P05565,-1,1,-1,-1,-1
P05567,-1,1,-1,-1,-1
P05570,1,1,1,-1,1
P05571,-1,1,-1,-1,-1
P05572,1,1,1,-1,1
P05573,-1,1,-1,-1,-1
P05575,-1,1,-1,-1,-1
P05576,1,1,1,-1,1
P05577,-1,1,-1,-1,-1
P05578,1,1,1,-1,1
P05579,1,1,1,-1,-1
P05580,-1,1,-1,-1,-1
P05582,-1,1,-1,-1,-1
P05583,1,1,1,-1,1
P05584,-1,1,-1,-1,-1
P05585,1,1,1,-1,-1
P05586,-1,1,-1,-1,-1
P05587,1,1,1,-1,-1
P05588,-1,1,-1,-1,-1
P05590,-1,1,-1,-1,-1
P05591,1,1,1,-1,1
P05592,-1,1,-1,-1,-1
P05594,-1,1,-1,-1,-1
P05595,1,1,1,-1,1
P05596,-1,1,-1,-1,-1
P05597,1,1,1,-1,1
P05598,-1,1,-1,-1,-1
P05601,1,1,1,-1,1
P05602,-1,1,-1,-1,-1
P05603,1,1,1,-1,1
P05604,-1,1,-1,-1,-1
P05605,1,1,1,-1,1
P05607,1,1,1,-1,1
P05609,1,1,1,-1,1
P05610,-1,1,-1,-1,-1
P05611,1,1,1,-1,1
P05612,-1,1,-1,-1,-1
P05613,1,1,1,-1,1
P05614,-1,1,-1,-1,-1
P05615,1,1,1,-1,1
P05616,-1,1,-1,-1,-1
P05617,1,1,1,-1,1
P05618,-1,1,-1,-1,-1
P05619,1,1,1,-1,1
P05620,-1,1,-1,-1,-1
P05621,1,1,1,-1,1
P05622,-1,1,-1,-1,-1
P05623,1,1,1,-1,1
P05624,-1,1,-1,-1,-1
P05626,-1,1,-1,-1,-1
P05627,1,1,1,-1,1
P05628,-1,1,-1,-1,-1
P05629,1,1,1,-1,1
P05630,-1,1,-1,-1,-1
P05631,1,1,1,-1,1
P05634,-1,1,-1,-1,-1
P05635,1,1,1,1,-1
P05636,-1,1,-1,-1,-1
P05637,-1,1,-1,-1,-1
P05638,-1,1,-1,-1,-1
P05639,-1,1,1,1,-1
P05640,-1,1,-1,-1,-1
P05641,1,-1,1,1,-1
P05642,-1,1,-1,-1,-1
P05643,1,-1,1,1,-1
P05644,-1,1,-1,-1,-1
P05645,1,1,1,1,-1
P05646,1,1,1,1,-1
P05647,-1,1,-1,-1,-1
P05648,-1,1,-1,-1,-1
P05649,1,1,1,1,-1
P05650,-1,1,-1,-1,-1
P05652,-1,1,-1,-1,-1
P05653,1,1,1,1,-1
P05654,-1,1,-1,-1,-1
P05656,-1,1,-1,-1,-1
P05657,1,1,1,1,-1
P05658,-1,1,-1,-1,-1
P05659,1,1,1,1,-1
P05661,1,1,1,1,-1
P05662,-1,1,-1,-1,-1
P05663,-1,1,-1,-1,-1
P05665,1,1,1,1,-1
P05667,1,1,1,1,-1
P05668,-1,1,1,-1,-1
P05669,1,1,1,1,-1
P05670,-1,1,1,-1,-1
P05671,1,1,1,1,-1
P05672,-1,1,1,-1,-1
P05673,1,1,1,1,-1
P05674,-1,1,1,-1,-1
P05676,-1,1,1,-1,-1
P05677,1,1,1,1,-1
P05678,-1,1,1,-1,-1
P05682,-1,1,1,-1,-1
P05683,1,1,1,1,-1
P05684,-1,1,1,-1,-1
P05685,-1,1,1,1,-1
P05686,-1,1,1,-1,-1
P05688,-1,1,1,-1,-1
P05689,1,1,1,1,-1
P05690,-1,1,1,-1,-1
P05691,1,1,1,1,-1
P05692,-1,1,1,-1,-1
P05695,1,1,1,1,-1
P05696,-1,1,1,-1,-1
P05697,1,1,1,1,-1
P05698,-1,1,1,-1,-1
P05699,1,1,1,1,-1
P05700,-1,1,1,-1,-1
P05701,1,1,1,1,-1
P05702,-1,1,1,-1,-1
P05703,1,1,1,1,-1
P05704,-1,1,1,-1,-1
P05705,1,1,1,1,-1
P05706,1,1,1,-1,-1
P05707,1,1,1,1,-1
P05709,1,-1,1,-1,-1
P05710,1,1,1,1,-1
P05711,1,-1,1,-1,-1
P05715,1,1,1,1,-1
P05716,1,-1,1,-1,-1
P05718,1,1,1,1,-1
P05719,1,-1,1,-1,-1
P05720,1,1,1,1,-1
P05721,1,-1,1,-1,-1
P05722,1,1,1,1,-1
P05723,1,-1,1,-1,-1
P05724,1,1,1,1,-1
P05725,1,1,1,1,-1
P05726,1,-1,1,-1,-1
P05728,1,-1,1,-1,-1
P05729,1,1,1,1,-1
P05730,1,-1,1,-1,-1
P05731,1,1,1,1,-1
P05732,1,-1,1,-1,-1
P05733,1,-1,1,-1,-1
P05734,-1,1,1,1,-1
P05735,-1,1,1,1,-1
P05736,1,1,1,1,-1
P05737,-1,1,1,-1,-1
P05738,1,1,1,1,-1
P05739,1,1,1,1,-1
P05740,1,-1,1,-1,-1
P05741,1,1,1,1,-1
P05742,-1,1,-1,-1,-1
P05743,1,1,1,1,-1
P05744,-1,1,-1,-1,-1
P05745,1,-1,1,-1,-1
P05746,1,1,1,-1,-1
P05747,-1,1,-1,-1,-1
P05749,1,1,1,-1,-1
P05750,1,1,1,1,-1
P05751,-1,1,-1,-1,-1
P05753,-1,1,-1,-1,-1
P05754,1,1,1,1,-1
P05756,-1,1,-1,-1,-1
P05757,1,1,1,-1,-1
P05758,-1,1,1,1,-1
P05760,1,1,1,-1,-1
P05761,-1,1,1,1,-1
P05762,-1,1,-1,-1,-1
P05764,1,1,1,1,-1
P05766,-1,1,1,-1,-1
P05767,1,1,1,1,-1
P05768,-1,1,-1,-1,-1
P05769,1,1,1,-1,-1
P05772,1,1,1,-1,-1
P05773,1,1,1,1,-1
